"manuscript","signature","library"
"https://imagoarchive.it/ontology/resources/manuscript/roma/biblioteca_casanatense/5316/2r-164v","5316","Biblioteca Casanatense"
"https://imagoarchive.it/ontology/resources/manuscript/città_del_vaticano/biblioteca_apostolica_vaticana/barb.lat.330/7ra-18rb","Barb.lat.330","Biblioteca Apostolica Vaticana"
"https://imagoarchive.it/ontology/resources/manuscript/cesena/biblioteca_malatestiana/s._xvii._4/1ra-75ra","S. XVII. 4","Biblioteca Malatestiana"
"https://imagoarchive.it/ontology/resources/manuscript/venezia/biblioteca_nazionale_marciana/lat._x._55_(3743)/_1ra-61vb","lat. X. 55 (3743)","Biblioteca nazionale Marciana"
"https://imagoarchive.it/ontology/resources/manuscript/vienna/biblioteca_nazionale_austriaca/vin._pal.5060/129r-187r:","Vin. Pal.5060","Biblioteca Nazionale Austriaca"
"https://imagoarchive.it/ontology/resources/manuscript/venezia/biblioteca_nazionale_marciana/lat._x._187_(3627)/21r-112v","lat. X. 187 (3627)","Biblioteca nazionale Marciana"
"https://imagoarchive.it/ontology/resources/manuscript/roma/biblioteca_nazionale_centrale_di_roma/1506/1r-131v_(mutilo_dell'ultimo_foglio)","1506","Biblioteca Nazionale Centrale di Roma"
"https://imagoarchive.it/ontology/resources/manuscript/venezia/biblioteca_nazionale_marciana/lat._z._474_(1995)/1ra-54ra","lat. Z. 474 (1995)","Biblioteca nazionale Marciana"
"https://imagoarchive.it/ontology/resources/manuscript/berlino/biblioteca_statale_berlinese_-_patrimonio_culturale_prussiano/lat._fol._264/_2r-141r","Lat. fol. 264","Biblioteca statale berlinese - Patrimonio culturale prussiano"
"https://imagoarchive.it/ontology/resources/manuscript/napoli/biblioteca_nazionale_vittorio_emanuele_iii/viii_d._9./1r-112v","VIII D. 9.","biblioteca nazionale Vittorio Emanuele III"
"https://imagoarchive.it/ontology/resources/manuscript/pavia/biblioteca_universitaria_di_pavia/fondo_aldini_248/cart.;_ff._97;_numerazione_moderna_fino_a_f._64;_280_×_193.","Fondo Aldini 248","Biblioteca universitaria di Pavia"
"https://imagoarchive.it/ontology/resources/manuscript/roma/biblioteca_vallicelliana/d._55/6ra-64vb","D. 55","Biblioteca Vallicelliana"
"https://imagoarchive.it/ontology/resources/manuscript/venezia/biblioteca_nazionale_marciana/lat._x._54_(3653)/1ra-57va","lat. X. 54 (3653)","Biblioteca nazionale Marciana"
"https://imagoarchive.it/ontology/resources/manuscript/parigi/biblioteca_mazzarino/1526/75ra-147rb","1526","Biblioteca Mazzarino"
"https://imagoarchive.it/ontology/resources/manuscript/città_del_vaticano/biblioteca_apostolica_vaticana/ott._lat._2096/_1r-121v","Ott. lat. 2096","Biblioteca Apostolica Vaticana"
"https://imagoarchive.it/ontology/resources/manuscript/napoli/biblioteca_nazionale_vittorio_emanuele_iii/viii._d._70/1r-56r","VIII. D. 70","biblioteca nazionale Vittorio Emanuele III"
"https://imagoarchive.it/ontology/resources/manuscript/venezia/biblioteca_nazionale_marciana/lat._x._346_(3779)/1r-138r","lat. X. 346 (3779)","Biblioteca nazionale Marciana"
"https://imagoarchive.it/ontology/resources/manuscript/milano/biblioteca_ambrosiana/d_41_inf/1r-97r","D 41 inf","Biblioteca Ambrosiana"
"https://imagoarchive.it/ontology/resources/manuscript/monaco_di_baviera/biblioteca_dell'università_ludwig_maximilian_di_monaco/8°.336/1r-123v_ma_acefalo","8°.336","Biblioteca dell'università Ludwig Maximilian di Monaco"
"https://imagoarchive.it/ontology/resources/manuscript/ravenna/biblioteca_comunale_classense/397/1ra-54va","397","Biblioteca comunale Classense"
"https://imagoarchive.it/ontology/resources/manuscript/monaco_di_baviera/bayerische_staatsbibliothek/clm_22377_(windberg_177)/183r-190r","Clm 22377 (Windberg 177)","Bayerische Staatsbibliothek"
"https://imagoarchive.it/ontology/resources/manuscript/heiligenkreuz/heiligenkreuz,_bibliothek_des_zisterzienserstifts/13/38v-40v","13","Heiligenkreuz, Bibliothek des Zisterzienserstifts"
"https://imagoarchive.it/ontology/resources/manuscript/oxford/biblioteca_bodleiana/canon._miscell._220/36v-30r","Canon. Miscell. 220","Biblioteca Bodleiana"
"https://imagoarchive.it/ontology/resources/manuscript/berlino/biblioteca_statale_berlinese_-_patrimonio_culturale_prussiano/diez._c_2°_2/181r-225v","Diez. C 2° 2","Biblioteca statale berlinese - Patrimonio culturale prussiano"
"https://imagoarchive.it/ontology/resources/manuscript/hannover/gottfried_wilhelm_leibniz_library/vi_623/47r-73v","VI 623","Gottfried Wilhelm Leibniz Library"
"https://imagoarchive.it/ontology/resources/manuscript/oxford/corpus_christi_college/157/72r-77r","157","Corpus Christi College"
"https://imagoarchive.it/ontology/resources/manuscript/parigi/bibliothèque_nationale_de_france/lat._12277/52r-58v","lat. 12277","Bibliothèque nationale de France"
"https://imagoarchive.it/ontology/resources/manuscript/bruxelles/biblioteca_reale_del_belgio/8654-72_(1324)/117r-119r","8654-72 (1324)","Biblioteca reale del Belgio"
"https://imagoarchive.it/ontology/resources/manuscript/oxford/biblioteca_bodleiana/297/66r-70r","297","Biblioteca Bodleiana"
"https://imagoarchive.it/ontology/resources/manuscript/colonia/archbishop's_diocesan_and_cathedral_library/1110/68v-79v_","1110","Archbishop's Diocesan and Cathedral Library"
"https://imagoarchive.it/ontology/resources/manuscript/rein/rein,_stiftsbibliothek/20/1v-42r","20","Rein, Stiftsbibliothek"
"https://imagoarchive.it/ontology/resources/manuscript/cambridge/corpus_christi_college/_315/_135r-140v"," 315","Corpus Christi College"
"https://imagoarchive.it/ontology/resources/manuscript/monaco_di_baviera/bayerische_staatsbibliothek/clm_14603/128-137v","clm 14603","Bayerische Staatsbibliothek"
"https://imagoarchive.it/ontology/resources/manuscript/cambridge/corpus_christi_college/_ms._426_(n._30)/ii,_133r-138r"," Ms. 426 (N. 30)","Corpus Christi College"
"https://imagoarchive.it/ontology/resources/manuscript/metz/metz,_bibliothèque_municipale/médiathèque_verlaine_(pontiffroy),_349/97v-108v","Médiathèque Verlaine (Pontiffroy), 349","Metz, Bibliothèque municipale"
"https://imagoarchive.it/ontology/resources/manuscript/valenciennes/municipal_library_of_valenciennes/52/171r-176r","52","municipal library of Valenciennes"
"https://imagoarchive.it/ontology/resources/manuscript/parigi/bibliothèque_nationale_de_france/lat._4999_a/86r-92r","lat. 4999 A","Bibliothèque nationale de France"
"https://imagoarchive.it/ontology/resources/manuscript/liegi/university_library_liège/45/175-178v","45","University Library Liège"
"https://imagoarchive.it/ontology/resources/manuscript/laon/ancienne_bibliothèque_municipale_de_laon/216/66v-73v","216","Ancienne Bibliothèque Municipale de Laon"
"https://imagoarchive.it/ontology/resources/manuscript/valenciennes/municipal_library_of_valenciennes/344_(331)/52v-56v","344 (331)","municipal library of Valenciennes"
"https://imagoarchive.it/ontology/resources/manuscript/lussemburgo/national_library_of_luxembourg/110/175r-187r","110","National Library of Luxembourg"
"https://imagoarchive.it/ontology/resources/manuscript/oxford/biblioteca_bodleiana/canon._misc._378_(s.c._19854)/47r-62v","Canon. misc. 378 (S.C. 19854)","Biblioteca Bodleiana"
"https://imagoarchive.it/ontology/resources/manuscript/dresda/sächsische_landesbibliothek_staats-_und_universitätsbibliothek_dresden_zweigbibliothek_medizin/dc_182/50v-62v","Dc 182","Sächsische Landesbibliothek Staats- und Universitätsbibliothek Dresden Zweigbibliothek Medizin"
"https://imagoarchive.it/ontology/resources/manuscript/londra/british_library/arundel_13_/38v-51v","Arundel 13 ","British Library"
"https://imagoarchive.it/ontology/resources/manuscript/magonza/__mainz,_wissenschaftliche_stadtbibliothek/i_239/1r-59v","I 239","  Mainz, Wissenschaftliche Stadtbibliothek"
"https://imagoarchive.it/ontology/resources/manuscript/cambridge/magdalene_college/f.4.22_(22)/1-4","F.4.22 (22)","Magdalene College"
"https://imagoarchive.it/ontology/resources/manuscript/londra/british_library/harley_3904/63v-65r","Harley 3904","British Library"
"https://imagoarchive.it/ontology/resources/manuscript/torino/biblioteca_nazionale_universitaria_di_torino/1066/11r-15v","1066","Biblioteca nazionale universitaria di Torino"
"https://imagoarchive.it/ontology/resources/manuscript/augusta/library_of_the_university_of_augsburg/_i.2.2°_31/1r-34r"," I.2.2° 31","library of the University of Augsburg"
"https://imagoarchive.it/ontology/resources/manuscript/parigi/bibliothèque_nationale_de_france/lat._3195/19r-26r","lat. 3195","Bibliothèque nationale de France"
"https://imagoarchive.it/ontology/resources/manuscript/vienna/biblioteca_nazionale_austriaca/4761/160r-172v","4761","Biblioteca Nazionale Austriaca"
"https://imagoarchive.it/ontology/resources/manuscript/roma/biblioteca_apostolica_vaticana/reg._lat._554/221r-221v","Reg. lat. 554","Biblioteca Apostolica Vaticana"
"https://imagoarchive.it/ontology/resources/manuscript/basilea/public_library_of_the_university_of_basel,_collections/a_xi_69/155r-174r","A XI 69","public library of the University of Basel, Collections"
"https://imagoarchive.it/ontology/resources/manuscript/napoli/napoli,_archivio_ansaldo/64/all","64","Napoli, Archivio Ansaldo"
"https://imagoarchive.it/ontology/resources/manuscript/heiligenkreuz/heiligenkreuz,_bibliothek_des_zisterzienserstifts/14/33r-34v;_43r-46v;_107v-108v;_133r-134v","14","Heiligenkreuz, Bibliothek des Zisterzienserstifts"
"https://imagoarchive.it/ontology/resources/manuscript/parigi/bibliothèque_nationale_de_france/lat._4841/1r-13v","lat. 4841","Bibliothèque nationale de France"
"https://imagoarchive.it/ontology/resources/manuscript/breslavia/wroclaw,_biblioteka_uniwersytecka/iv.f.33/41r-61v","IV.F.33","Wroclaw, Biblioteka Uniwersytecka"
"https://imagoarchive.it/ontology/resources/manuscript/hannover/gottfried_wilhelm_leibniz_library/vi_624/all","VI 624","Gottfried Wilhelm Leibniz Library"
"https://imagoarchive.it/ontology/resources/manuscript/modena/biblioteca_estense_universitaria_di_modena/lat._140_(alpha_r._9,6)_/81r-86v_","Lat. 140 (alpha R. 9,6) ","Biblioteca estense universitaria di Modena"
"https://imagoarchive.it/ontology/resources/manuscript/vienna/biblioteca_nazionale_austriaca/4459_(theol._286)/190r-200v","4459 (Theol. 286)","Biblioteca Nazionale Austriaca"
"https://imagoarchive.it/ontology/resources/manuscript/amiens/amiens,_bibliothèque_municipale/84/13r-17r","84","Amiens, Bibliothèque municipale"
"https://imagoarchive.it/ontology/resources/manuscript/wolfenbüttel/herzog_august_bibliothek/guelf._68.16_aug._8°/1-25","Guelf. 68.16 Aug. 8°","Herzog August Bibliothek"
"https://imagoarchive.it/ontology/resources/manuscript/parigi/bibliothèque_nationale_de_france/lat._2769/29r-29v","lat. 2769","Bibliothèque nationale de France"
"https://imagoarchive.it/ontology/resources/manuscript/melk/melk,_stiftsbibliothek/46_(959;_h._17)/139v-151r_","46 (959; H. 17)","Melk, Stiftsbibliothek"
"https://imagoarchive.it/ontology/resources/manuscript/londra/british_library/royal_13.b.xii/1-93","Royal 13.B.XII","British Library"
"https://imagoarchive.it/ontology/resources/manuscript/parigi/bibliothèque_nationale_de_france/dupuy_686/1r-37v","Dupuy 686","Bibliothèque nationale de France"
"https://imagoarchive.it/ontology/resources/manuscript/bruxelles/__bruxelles,_kbr_(olim_bibliothèque_royale_«albert_ier»)/1160-1163/66r-145v","1160-1163","  Bruxelles, KBR (olim Bibliothèque Royale «Albert Ier»)"
"https://imagoarchive.it/ontology/resources/manuscript/firenze/biblioteca_nazionale_centrale_di_firenze/magl._vii.1334/11r-30r","Magl. VII.1334","Biblioteca Nazionale Centrale di Firenze"
"https://imagoarchive.it/ontology/resources/manuscript/milano/biblioteca_ambrosiana/d_26_inf./26r-31v","D 26 inf.","Biblioteca Ambrosiana"
"https://imagoarchive.it/ontology/resources/manuscript/melk/melk,_stiftsbibliothek/100_(678;_m._8)/180v-183v","100 (678; M. 8)","Melk, Stiftsbibliothek"
"https://imagoarchive.it/ontology/resources/manuscript/melk/melk,_stiftsbibliothek/101_(676;_m._6)/84r-88v","101 (676; M. 6)","Melk, Stiftsbibliothek"
"https://imagoarchive.it/ontology/resources/manuscript/lilienfeld/lilienfeld,_stiftsbibliothek/60/55v-58v","60","Lilienfeld, Stiftsbibliothek"
"https://imagoarchive.it/ontology/resources/manuscript/klosterneuburg/klosterneuburg,_bibliothek_des_augustiner_chorherrenstiftes/701/88r-93v","701","Klosterneuburg, Bibliothek des Augustiner Chorherrenstiftes"
"https://imagoarchive.it/ontology/resources/manuscript/parigi/bibliothèque_nationale_de_france/lat._4892/236r-236v","lat. 4892","Bibliothèque nationale de France"
"https://imagoarchive.it/ontology/resources/manuscript/modena/biblioteca_estense_universitaria_di_modena/lat._134_(alfa.r.9.5)/40r-43r","lat. 134 (alfa.R.9.5)","Biblioteca estense universitaria di Modena"
"https://imagoarchive.it/ontology/resources/manuscript/città_del_vaticano/biblioteca_apostolica_vaticana/barb._lat._2558/182r-254v","Barb. lat. 2558","Biblioteca Apostolica Vaticana"
"https://imagoarchive.it/ontology/resources/manuscript/parigi/bibliothèque_nationale_de_france/lat._14693/all","lat. 14693","Bibliothèque nationale de France"
"https://imagoarchive.it/ontology/resources/manuscript/hannover/gottfried_wilhelm_leibniz_library/vi_623/all","VI 623","Gottfried Wilhelm Leibniz Library"
"https://imagoarchive.it/ontology/resources/manuscript/londra/british_library/royal_14.c.xiii/216r-224v","Royal 14.C.XIII","British Library"
"https://imagoarchive.it/ontology/resources/manuscript/roma/biblioteca_apostolica_vaticana/reg._lat._572/64v-66v","Reg. lat. 572","Biblioteca Apostolica Vaticana"
"https://imagoarchive.it/ontology/resources/manuscript/cambridge/corpus_christi_college/315/73r-75v","315","Corpus Christi College"
"https://imagoarchive.it/ontology/resources/manuscript/parigi/bibliothèque_nationale_de_france/dupuy_686/38r-60r","Dupuy 686","Bibliothèque nationale de France"
"https://imagoarchive.it/ontology/resources/manuscript/leida/biblioteca_universitaria_di_leiden/voss._lat._2°_77/160r-190r","Voss. lat. 2° 77","Biblioteca universitaria di Leiden"
"https://imagoarchive.it/ontology/resources/manuscript/monaco_di_baviera/bayerische_staatsbibliothek/clm_189/1r-346r","Clm 189","Bayerische Staatsbibliothek"
"https://imagoarchive.it/ontology/resources/manuscript/minneapolis/minneapolis,_university_of_minnesota,_wilson_library,_james_ford_bell_library/1424_co_i/173r-221v","1424 Co I","Minneapolis, University of Minnesota, Wilson Library, James Ford Bell Library"
"https://imagoarchive.it/ontology/resources/manuscript/monaco_di_baviera/bayerische_staatsbibliothek/_clm_431/9r-52r"," Clm 431","Bayerische Staatsbibliothek"
"https://imagoarchive.it/ontology/resources/manuscript/bruxelles/__bruxelles,_kbr_(olim_bibliothèque_royale_«albert_ier»)/3897-919_(3095)/2r-171v","3897-919 (3095)","  Bruxelles, KBR (olim Bibliothèque Royale «Albert Ier»)"
"https://imagoarchive.it/ontology/resources/manuscript/firenze/biblioteca_riccardiana/ms._881/2r-169v","ms. 881","Biblioteca Riccardiana"
"https://imagoarchive.it/ontology/resources/manuscript/parigi/bibliothèque_nationale_de_france/lat._2860/53v-54v","lat. 2860","Bibliothèque nationale de France"
"https://imagoarchive.it/ontology/resources/manuscript/monaco_di_baviera/bayerische_staatsbibliothek/clm_951/3r-52r","Clm 951","Bayerische Staatsbibliothek"
"https://imagoarchive.it/ontology/resources/manuscript/monaco_di_baviera/bayerische_staatsbibliothek/clm_4006/1r-15r","Clm 4006","Bayerische Staatsbibliothek"
"https://imagoarchive.it/ontology/resources/manuscript/berlino/biblioteca_statale_berlinese_-_patrimonio_culturale_prussiano/lat._fol._198/268r-277r","lat. fol. 198","Biblioteca statale berlinese - Patrimonio culturale prussiano"
"https://imagoarchive.it/ontology/resources/manuscript/monaco_di_baviera/bayerische_staatsbibliothek/clm_249/190v-195r","Clm 249","Bayerische Staatsbibliothek"
"https://imagoarchive.it/ontology/resources/manuscript/udine/biblioteca_arcivescovile_di_udine/bini,_xxii_3/61-114","Bini, XXII 3","Biblioteca arcivescovile di Udine"
"https://imagoarchive.it/ontology/resources/manuscript/roma/biblioteca_apostolica_vaticana/reg._lat._630/46r-47v","Reg. lat. 630","Biblioteca Apostolica Vaticana"
"https://imagoarchive.it/ontology/resources/manuscript/firenze/biblioteca_nazionale_centrale_di_firenze/magl._xxxvii.293/all","Magl. XXXVII.293","Biblioteca Nazionale Centrale di Firenze"
"https://imagoarchive.it/ontology/resources/manuscript/venezia/biblioteca_nazionale_marciana/lat._ix._50_(3356)/all","lat. IX. 50 (3356)","Biblioteca nazionale Marciana"
"https://imagoarchive.it/ontology/resources/manuscript/new_york/new_york,_collezioni_private//all","","New York, Collezioni private"
"https://imagoarchive.it/ontology/resources/manuscript/roma/biblioteca_apostolica_vaticana/reg._lat._641/46v-48r","Reg. lat. 641","Biblioteca Apostolica Vaticana"
